1	2	12
1	3	12
1	4	12
1	5	40
1	6	12
1	39	28
1	7	12
1	8	12
1	9	40
1	42	28
1	10	12
1	11	12
1	12	12
1	13	70
1	14	12
1	15	12
1	16	12
1	17	12
1	18	12
1	22	28
1	28	28
1	60	28
1	62	28
10	11	12
10	12	12
10	13	40
10	14	12
10	47	28
10	15	12
10	16	12
10	49	28
10	17	12
10	18	12
10	52	28
10	57	28
10	58	28
11	16	12
11	17	12
11	18	12
11	21	28
11	26	28
11	12	12
11	29	28
11	13	40
11	14	12
11	47	28
11	15	12
12	16	12
12	17	12
12	18	12
12	56	28
12	61	28
12	13	70
12	14	12
12	15	12
13	16	40
13	17	40
13	34	28
13	50	28
13	18	40
13	35	28
13	52	28
13	61	28
13	14	70
13	30	28
13	31	28
13	15	70
14	16	12
14	17	12
14	18	12
14	36	28
14	38	28
14	39	28
14	15	12
15	16	12
15	17	12
15	18	12
15	37	28
15	22	28
15	23	28
15	39	28
15	57	28
15	26	28
15	29	28
15	62	28
16	48	28
16	17	12
16	34	28
16	18	12
16	41	28
16	42	28
16	58	28
16	59	28
17	34	28
17	18	12
17	24	28
17	43	28
17	44	28
17	29	28
18	20	28
18	23	28
18	58	28
18	28	28
18	45	28
19	20	12
19	21	12
19	22	12
19	23	12
19	24	40
19	25	12
19	26	12
19	27	12
19	28	12
19	29	12
19	30	12
19	31	12
19	32	12
19	33	12
19	34	12
19	35	12
19	36	12
19	37	12
19	38	12
19	39	12
19	40	12
19	41	12
19	42	12
19	43	12
19	44	70
19	45	12
19	46	40
19	47	12
19	48	12
19	49	12
19	63	28
2	3	12
2	4	12
2	5	40
2	6	12
2	7	12
2	8	12
2	9	70
2	10	12
2	43	28
2	11	12
2	12	12
2	13	40
2	14	12
2	15	12
2	16	12
2	17	12
2	18	12
2	53	28
2	24	28
20	21	12
20	22	12
20	23	12
20	24	40
20	25	12
20	26	12
20	27	12
20	28	12
20	29	12
20	30	12
20	31	12
20	32	12
20	33	12
20	34	12
20	35	12
20	36	12
20	37	12
20	38	12
20	39	12
20	40	12
20	41	12
20	42	12
20	43	12
20	44	70
20	45	12
20	46	40
20	47	12
20	48	12
20	49	12
20	59	28
20	60	28
20	61	28
21	22	12
21	23	12
21	24	40
21	25	12
21	26	12
21	27	12
21	28	12
21	29	12
21	30	12
21	31	12
21	32	12
21	33	12
21	34	12
21	35	12
21	36	12
21	37	12
21	38	12
21	39	12
21	40	12
21	41	12
21	42	12
21	43	12
21	44	40
21	45	12
21	46	70
21	47	12
21	48	12
21	49	12
21	58	28
22	23	12
22	24	70
22	25	12
22	26	12
22	27	12
22	28	12
22	29	12
22	30	12
22	31	12
22	32	12
22	33	12
22	34	12
22	35	12
22	36	12
22	37	12
22	38	12
22	39	12
22	40	12
22	41	12
22	42	12
22	43	12
22	44	40
22	45	12
22	46	40
22	47	12
22	48	12
22	49	12
22	51	28
22	58	28
22	61	28
23	24	70
23	25	12
23	26	12
23	27	12
23	28	12
23	29	12
23	30	12
23	31	12
23	32	12
23	33	12
23	34	12
23	35	12
23	36	12
23	37	12
23	38	12
23	39	12
23	40	12
23	41	12
23	42	12
23	43	12
23	44	40
23	45	12
23	46	40
23	47	12
23	48	12
23	49	12
23	53	28
23	54	28
24	25	70
24	26	70
24	27	70
24	28	70
24	29	40
24	30	40
24	31	40
24	32	40
24	33	40
24	34	40
24	35	40
24	36	40
24	37	40
24	38	40
24	39	40
24	40	40
24	41	40
24	42	40
24	43	40
24	44	12
24	45	40
24	46	12
24	47	40
24	48	40
24	49	40
24	52	28
24	53	28
24	63	28
25	32	12
25	33	12
25	34	12
25	35	12
25	36	12
25	37	12
25	38	12
25	39	12
25	40	12
25	41	12
25	42	12
25	43	12
25	44	40
25	45	12
25	46	40
25	47	12
25	48	12
25	49	12
25	26	12
25	27	12
25	28	12
25	29	12
25	30	12
25	31	12
26	32	12
26	33	12
26	34	12
26	35	12
26	36	12
26	37	12
26	38	12
26	39	12
26	40	12
26	41	12
26	42	12
26	43	12
26	44	40
26	45	12
26	46	40
26	47	12
26	48	12
26	49	12
26	27	12
26	28	12
26	61	28
26	29	12
26	30	12
26	31	12
27	32	12
27	33	12
27	34	12
27	35	12
27	36	12
27	37	12
27	38	12
27	39	12
27	40	12
27	41	12
27	42	12
27	43	12
27	44	40
27	45	12
27	46	40
27	47	12
27	48	12
27	49	12
27	58	28
27	28	12
27	29	12
27	30	12
27	31	12
28	32	12
28	33	12
28	34	12
28	35	12
28	36	12
28	37	12
28	38	12
28	39	12
28	40	12
28	41	12
28	42	12
28	43	12
28	44	40
28	45	12
28	46	40
28	47	12
28	48	12
28	49	12
28	53	28
28	29	12
28	61	28
28	30	12
28	31	12
29	32	12
29	33	12
29	34	12
29	35	12
29	36	12
29	37	12
29	38	12
29	39	12
29	40	12
29	41	12
29	42	12
29	43	12
29	44	40
29	45	12
29	46	70
29	47	12
29	48	12
29	49	12
29	50	28
29	59	28
29	62	28
29	30	12
29	31	12
3	4	12
3	5	40
3	6	12
3	7	12
3	8	12
3	9	70
3	10	12
3	11	12
3	12	12
3	13	40
3	14	12
3	15	12
3	16	12
3	17	12
3	18	12
3	25	28
3	26	28
3	58	28
3	59	28
3	60	28
3	30	28
30	32	12
30	33	12
30	34	12
30	35	12
30	36	12
30	37	12
30	38	12
30	39	12
30	40	12
30	41	12
30	42	12
30	43	12
30	44	40
30	45	12
30	46	70
30	47	12
30	48	12
30	49	12
30	55	28
30	62	28
30	31	12
31	32	12
31	33	12
31	34	12
31	35	12
31	36	12
31	37	12
31	38	12
31	39	12
31	40	12
31	41	12
31	42	12
31	43	12
31	44	40
31	45	12
31	46	70
31	47	12
31	48	12
31	49	12
31	52	28
32	33	12
32	34	12
32	35	12
32	36	12
32	37	12
32	38	12
32	39	12
32	40	12
32	41	12
32	42	12
32	43	12
32	44	40
32	45	12
32	46	70
32	47	12
32	48	12
32	49	12
33	34	12
33	35	12
33	36	12
33	37	12
33	38	12
33	39	12
33	40	12
33	41	12
33	42	12
33	43	12
33	44	40
33	45	12
33	46	70
33	47	12
33	48	12
33	49	12
33	63	28
34	35	12
34	36	12
34	37	12
34	38	12
34	39	12
34	40	12
34	41	12
34	42	12
34	43	12
34	44	70
34	45	12
34	46	40
34	47	12
34	48	12
34	49	12
34	55	28
34	61	28
35	36	12
35	37	12
35	38	12
35	39	12
35	40	12
35	41	12
35	42	12
35	43	12
35	44	40
35	45	12
35	46	70
35	47	12
35	48	12
35	49	12
35	55	28
35	59	28
36	37	12
36	38	12
36	39	12
36	40	12
36	41	12
36	42	12
36	43	12
36	44	40
36	45	12
36	46	70
36	47	12
36	48	12
36	49	12
36	52	28
36	56	28
37	38	12
37	39	12
37	40	12
37	41	12
37	42	12
37	43	12
37	44	40
37	45	12
37	46	70
37	47	12
37	48	12
37	49	12
37	59	28
37	62	28
38	39	12
38	40	12
38	41	12
38	42	12
38	43	12
38	44	40
38	45	12
38	46	70
38	47	12
38	48	12
38	49	12
38	55	28
38	59	28
39	48	12
39	49	12
39	40	12
39	41	12
39	42	12
39	43	12
39	44	40
39	45	12
39	46	70
39	47	12
4	5	70
4	6	12
4	7	12
4	8	12
4	9	40
4	10	12
4	11	12
4	12	12
4	13	40
4	14	12
4	15	12
4	16	12
4	17	12
4	18	12
4	53	28
4	58	28
4	59	28
40	48	12
40	49	12
40	53	28
40	41	12
40	58	28
40	42	12
40	43	12
40	44	70
40	45	12
40	46	40
40	47	12
41	48	12
41	49	12
41	42	12
41	43	12
41	44	70
41	45	12
41	46	40
41	47	12
42	48	12
42	49	12
42	50	28
42	52	28
42	43	12
42	44	70
42	45	12
42	46	40
42	47	12
43	48	12
43	49	12
43	59	28
43	44	70
43	45	12
43	46	40
43	63	28
43	47	12
44	48	40
44	49	40
44	50	28
44	54	28
44	45	70
44	46	12
44	47	40
45	48	12
45	49	12
45	46	40
45	47	12
46	48	70
46	49	70
46	54	28
46	55	28
46	57	28
46	58	28
46	59	28
46	47	70
47	48	12
47	49	12
47	50	28
47	62	28
48	49	12
48	60	28
49	54	28
49	56	28
49	59	28
5	6	70
5	7	70
5	8	70
5	41	28
5	9	12
5	10	40
5	11	40
5	12	40
5	13	12
5	46	28
5	14	40
5	15	40
5	16	70
5	17	70
5	18	70
5	51	28
5	52	28
5	21	28
5	61	28
5	30	28
50	51	12
50	52	12
50	53	12
50	54	12
50	55	12
50	56	12
50	57	12
50	58	40
50	59	70
50	60	12
50	61	12
50	62	12
50	63	12
51	52	12
51	53	12
51	54	12
51	55	12
51	56	12
51	57	12
51	58	40
51	59	70
51	60	12
51	61	12
51	62	12
51	63	12
52	53	12
52	54	12
52	55	12
52	56	12
52	57	12
52	58	40
52	59	70
52	60	12
52	61	12
52	62	12
52	63	12
53	54	12
53	55	12
53	56	12
53	57	12
53	58	40
53	59	70
53	60	12
53	61	12
53	62	12
53	63	12
54	55	12
54	56	12
54	57	12
54	58	40
54	59	70
54	60	12
54	61	12
54	62	12
54	63	12
55	56	12
55	57	12
55	58	40
55	59	70
55	60	12
55	61	12
55	62	12
55	63	12
56	57	12
56	58	40
56	59	70
56	60	12
56	61	12
56	62	12
56	63	12
57	58	40
57	59	70
57	60	12
57	61	12
57	62	12
57	63	12
58	59	12
58	60	70
58	61	40
58	62	70
58	63	70
59	60	40
59	61	70
59	62	40
59	63	40
6	37	28
6	7	12
6	40	28
6	8	12
6	9	40
6	10	12
6	11	12
6	44	28
6	12	12
6	13	40
6	46	28
6	14	12
6	15	12
6	16	12
6	17	12
6	18	12
6	27	28
60	61	12
60	62	12
60	63	12
61	62	12
61	63	12
62	63	12
7	33	28
7	36	28
7	8	12
7	9	40
7	10	12
7	11	12
7	12	12
7	13	40
7	14	12
7	15	12
7	16	12
7	17	12
7	50	28
7	18	12
7	27	28
7	59	28
8	41	28
8	9	40
8	10	12
8	11	12
8	12	12
8	13	40
8	14	12
8	15	12
8	16	12
8	49	28
8	17	12
8	18	12
8	21	28
8	22	28
8	24	28
9	36	28
9	10	70
9	11	70
9	12	40
9	13	12
9	14	40
9	46	28
9	15	40
9	16	40
9	17	40
9	18	40
9	55	28
9	25	28
9	28	28
