id	x	y	cluster	weight<Links>	weight<Total link strength>
1	-0.3282	0.6362	1	10	33
10	0.2097	0.6494	1	10	27
11	0.3167	-0.5376	2	10	36
2	0.6129	-0.1762	2	10	30
3	-0.782	-0.077	1	10	33
4	0.6538	0.3283	2	10	30
5	-0.2188	-0.661	1	10	33
6	1.0344	-0.0869	2	10	13
7	-0.6938	0.3688	1	10	25
8	-0.2129	0.038	1	10	33
9	-0.5919	-0.482	1	10	33
