id	x	y	cluster	weight<Links>	weight<Total link strength>	label
16	-0.1936	-0.0487	2	3	5	ZL200520114675.5
17	-0.6363	0.1777	1	1	1	ZL201220468489.1
37	0.5697	-0.0009	3	4	7	ZL200510086976.6
38	-0.5096	0.1198	1	5	6	ZL200510086977.0
41	-0.616	-0.2079	2	3	3	ZL201410374155.1
44	-0.6782	-0.2589	2	1	1	ZL201310745952.1
47	1.3269	-0.0213	3	2	8	ZL200520114676.X
49	1.327	0.0165	3	2	8	ZL200510086978.5
53	-0.5899	0.2238	1	1	1	ZL201010034104.6
