1	1	6
1	12	1
2	2	7
3	3	6
4	4	6
5	5	7
6	6	6
7	7	6
8	8	6
9	9	6
10	10	6
11	48	1
11	11	6
11	28	1
11	29	1
11	30	1
11	31	1
12	12	6
13	13	6
14	14	6
15	15	6
16	16	6
16	37	2
16	38	2
16	41	1
17	17	7
17	38	1
18	18	6
19	19	6
19	20	1
19	21	5
19	25	1
19	27	1
20	20	6
20	21	2
21	21	6
21	25	1
21	27	1
22	22	7
23	23	7
24	24	6
24	25	1
25	25	6
26	26	6
26	27	1
27	27	7
28	48	1
28	28	6
28	29	2
28	30	3
28	31	1
29	48	1
29	29	6
29	30	2
29	31	1
30	48	1
30	30	6
30	31	1
31	48	1
31	31	6
32	32	7
33	33	6
34	34	7
34	35	1
34	36	1
34	45	1
35	35	6
35	36	1
36	36	6
37	49	2
37	37	7
37	38	1
37	47	2
38	53	1
38	38	6
38	41	1
39	39	6
40	40	7
41	41	6
41	44	1
42	42	6
43	43	6
44	44	6
45	45	6
46	46	7
47	49	6
47	47	6
48	48	6
48	50	1
49	49	6
50	50	6
51	51	6
52	52	6
53	53	6
54	54	6
55	55	6
56	56	6
56	57	1
57	57	6
