id	x	y	cluster	weight<Links>	weight<Total link strength>
1	-0.3647	0.3516	2	14	32
10	-0.1445	0.4992	2	14	30
11	-0.5948	-0.3514	2	14	34
12	0.6744	-0.4947	1	13	27
13	-0.6642	-0.105	2	14	34
14	-0.1458	-0.5478	1	14	28
15	-0.6924	0.4208	2	14	21
2	0.0996	-0.4448	1	14	33
3	-0.1792	0.0532	2	14	30
4	-1.3998	-0.1556	2	8	10
5	0.8328	-0.2985	1	13	27
6	0.6979	0.3767	1	13	24
7	0.421	0.6221	1	13	13
8	0.9208	-0.0347	1	13	27
9	0.5389	0.1087	1	13	24
